year,domain,category,state,factor,n
2008,economic,parents without full-time employment,Wisconsin,pct,22
2009,economic,parents without full-time employment,Wisconsin,pct,27
2010,economic,parents without full-time employment,Wisconsin,pct,30
2011,economic,parents without full-time employment,Wisconsin,pct,29
2012,economic,parents without full-time employment,Wisconsin,pct,28
2008,economic,parents without full-time employment,Wisconsin,rank,7
2009,economic,parents without full-time employment,Wisconsin,rank,14
2010,economic,parents without full-time employment,Wisconsin,rank,16
2011,economic,parents without full-time employment,Wisconsin,rank,14
2012,economic,parents without full-time employment,Wisconsin,rank,13
2008,economic,teens not attending school,Wisconsin,count,17000
2009,economic,teens not attending school,Wisconsin,count,19000
2010,economic,teens not attending school,Wisconsin,count,21000
2011,economic,teens not attending school,Wisconsin,count,21000
2012,economic,teens not attending school,Wisconsin,count,18000
2008,economic,teens not attending school,Wisconsin,pct,5
2009,economic,teens not attending school,Wisconsin,pct,6
2010,economic,teens not attending school,Wisconsin,pct,7
2011,economic,teens not attending school,Wisconsin,pct,6
2012,economic,teens not attending school,Wisconsin,pct,6
2008,economic,teens not attending school,Wisconsin,rank,5
2009,economic,teens not attending school,Wisconsin,rank,2
2010,economic,teens not attending school,Wisconsin,rank,11
2011,economic,teens not attending school,Wisconsin,rank,6
2012,economic,teens not attending school,Wisconsin,rank,8
2008,economic,spend >30% on housing,Wyoming,count,
2009,economic,spend >30% on housing,Wyoming,count,
2010,economic,spend >30% on housing,Wyoming,count,
2011,economic,spend >30% on housing,Wyoming,count,
2012,economic,spend >30% on housing,Wyoming,count,
2008,economic,spend >30% on housing,Wyoming,pct,
2009,economic,spend >30% on housing,Wyoming,pct,
2010,economic,spend >30% on housing,Wyoming,pct,
2011,economic,spend >30% on housing,Wyoming,pct,
2012,economic,spend >30% on housing,Wyoming,pct,
2008,economic,spend >30% on housing,Wyoming,rank,
2009,economic,spend >30% on housing,Wyoming,rank,
2010,economic,spend >30% on housing,Wyoming,rank,
2011,economic,spend >30% on housing,Wyoming,rank,
2012,economic,spend >30% on housing,Wyoming,rank,
2008,economic,children in poverty,Wyoming,count,
2009,economic,children in poverty,Wyoming,count,
2010,economic,children in poverty,Wyoming,count,
2011,economic,children in poverty,Wyoming,count,
2012,economic,children in poverty,Wyoming,count,
2008,economic,children in poverty,Wyoming,pct,
2009,economic,children in poverty,Wyoming,pct,
2010,economic,children in poverty,Wyoming,pct,
2011,economic,children in poverty,Wyoming,pct,
2012,economic,children in poverty,Wyoming,pct,
2008,economic,children in poverty,Wyoming,rank,
2009,economic,children in poverty,Wyoming,rank,
2010,economic,children in poverty,Wyoming,rank,
2011,economic,children in poverty,Wyoming,rank,
2012,economic,children in poverty,Wyoming,rank,
2008,economic,parents without full-time employment,Wyoming,count,29000
2009,economic,parents without full-time employment,Wyoming,count,32000
2010,economic,parents without full-time employment,Wyoming,count,32000
2011,economic,parents without full-time employment,Wyoming,count,33000
2012,economic,parents without full-time employment,Wyoming,count,35000
2008,economic,parents without full-time employment,Wyoming,pct,23
2009,economic,parents without full-time employment,Wyoming,pct,25
2010,economic,parents without full-time employment,Wyoming,pct,23
2011,economic,parents without full-time employment,Wyoming,pct,24
2012,economic,parents without full-time employment,Wyoming,pct,25
2008,economic,parents without full-time employment,Wyoming,rank,10
2009,economic,parents without full-time employment,Wyoming,rank,8
2010,economic,parents without full-time employment,Wyoming,rank,2
2011,economic,parents without full-time employment,Wyoming,rank,3
2012,economic,parents without full-time employment,Wyoming,rank,8
2008,economic,teens not attending school,Wyoming,count,2000
2009,economic,teens not attending school,Wyoming,count,3000
2010,economic,teens not attending school,Wyoming,count,3000
2011,economic,teens not attending school,Wyoming,count,1000
2012,economic,teens not attending school,Wyoming,count,2000
2008,economic,teens not attending school,Wyoming,pct,7
2009,economic,teens not attending school,Wyoming,pct,9
2010,economic,teens not attending school,Wyoming,pct,9
2011,economic,teens not attending school,Wyoming,pct,4
2012,economic,teens not attending school,Wyoming,pct,7
2008,economic,teens not attending school,Wyoming,rank,14
2009,economic,teens not attending school,Wyoming,rank,23
2010,economic,teens not attending school,Wyoming,rank,25
2011,economic,teens not attending school,Wyoming,rank,1
2012,economic,teens not attending school,Wyoming,rank,13
2008,economic,spend >30% on housing,Puerto Rico,count,
2009,economic,spend >30% on housing,Puerto Rico,count,
2010,economic,spend >30% on housing,Puerto Rico,count,
2011,economic,spend >30% on housing,Puerto Rico,count,
2012,economic,spend >30% on housing,Puerto Rico,count,
2008,economic,spend >30% on housing,Puerto Rico,pct,
2009,economic,spend >30% on housing,Puerto Rico,pct,
2010,economic,spend >30% on housing,Puerto Rico,pct,
2011,economic,spend >30% on housing,Puerto Rico,pct,
2012,economic,spend >30% on housing,Puerto Rico,pct,
2008,economic,spend >30% on housing,Puerto Rico,rank,
2009,economic,spend >30% on housing,Puerto Rico,rank,
2010,economic,spend >30% on housing,Puerto Rico,rank,
2011,economic,spend >30% on housing,Puerto Rico,rank,
2012,economic,spend >30% on housing,Puerto Rico,rank,
2008,economic,children in poverty,Puerto Rico,count,
2009,economic,children in poverty,Puerto Rico,count,
2010,economic,children in poverty,Puerto Rico,count,
2011,economic,children in poverty,Puerto Rico,count,
2012,economic,children in poverty,Puerto Rico,count,
2008,economic,children in poverty,Puerto Rico,pct,
2009,economic,children in poverty,Puerto Rico,pct,
2010,economic,children in poverty,Puerto Rico,pct,
2011,economic,children in poverty,Puerto Rico,pct,
2012,economic,children in poverty,Puerto Rico,pct,
2008,economic,children in poverty,Puerto Rico,rank,
2009,economic,children in poverty,Puerto Rico,rank,
2010,economic,children in poverty,Puerto Rico,rank,
2011,economic,children in poverty,Puerto Rico,rank,
2012,economic,children in poverty,Puerto Rico,rank,
2008,economic,parents without full-time employment,Puerto Rico,count,500000
2009,economic,parents without full-time employment,Puerto Rico,count,504000
2010,economic,parents without full-time employment,Puerto Rico,count,487000
2011,economic,parents without full-time employment,Puerto Rico,count,479000
2012,economic,parents without full-time employment,Puerto Rico,count,440000
2008,economic,parents without full-time employment,Puerto Rico,pct,51
2009,economic,parents without full-time employment,Puerto Rico,pct,52
2010,economic,parents without full-time employment,Puerto Rico,pct,54
2011,economic,parents without full-time employment,Puerto Rico,pct,55
2012,economic,parents without full-time employment,Puerto Rico,pct,52
2008,economic,parents without full-time employment,Puerto Rico,rank,0
2009,economic,parents without full-time employment,Puerto Rico,rank,0
2010,economic,parents without full-time employment,Puerto Rico,rank,0
2011,economic,parents without full-time employment,Puerto Rico,rank,0
2012,economic,parents without full-time employment,Puerto Rico,rank,0
2008,economic,teens not attending school,Puerto Rico,count,36000
2009,economic,teens not attending school,Puerto Rico,count,38000
2010,economic,teens not attending school,Puerto Rico,count,42000
2011,economic,teens not attending school,Puerto Rico,count,36000
2012,economic,teens not attending school,Puerto Rico,count,35000
2008,economic,teens not attending school,Puerto Rico,pct,15
2009,economic,teens not attending school,Puerto Rico,pct,15
2010,economic,teens not attending school,Puerto Rico,pct,18
2011,economic,teens not attending school,Puerto Rico,pct,16
2012,economic,teens not attending school,Puerto Rico,pct,15
2008,economic,teens not attending school,Puerto Rico,rank,0
2009,economic,teens not attending school,Puerto Rico,rank,0
2010,economic,teens not attending school,Puerto Rico,rank,0
2011,economic,teens not attending school,Puerto Rico,rank,0
2012,economic,teens not attending school,Puerto Rico,rank,0
2008,economic,spend >30% on housing,Virgin Islands,count,0
2009,economic,spend >30% on housing,Virgin Islands,count,0
2010,economic,spend >30% on housing,Virgin Islands,count,0
2011,economic,spend >30% on housing,Virgin Islands,count,0
2012,economic,spend >30% on housing,Virgin Islands,count,0
2008,economic,spend >30% on housing,Virgin Islands,pct,0
2009,economic,spend >30% on housing,Virgin Islands,pct,0
2010,economic,spend >30% on housing,Virgin Islands,pct,0
2011,economic,spend >30% on housing,Virgin Islands,pct,0
2012,economic,spend >30% on housing,Virgin Islands,pct,0
2008,economic,spend >30% on housing,Virgin Islands,rank,0
2009,economic,spend >30% on housing,Virgin Islands,rank,0
2010,economic,spend >30% on housing,Virgin Islands,rank,0
2011,economic,spend >30% on housing,Virgin Islands,rank,0
2012,economic,spend >30% on housing,Virgin Islands,rank,0
2008,economic,children in poverty,Virgin Islands,count,0
2009,economic,children in poverty,Virgin Islands,count,0
2010,economic,children in poverty,Virgin Islands,count,0
2011,economic,children in poverty,Virgin Islands,count,0
2012,economic,children in poverty,Virgin Islands,count,0
2008,economic,children in poverty,Virgin Islands,pct,0
2009,economic,children in poverty,Virgin Islands,pct,0
2010,economic,children in poverty,Virgin Islands,pct,0
2011,economic,children in poverty,Virgin Islands,pct,0
2012,economic,children in poverty,Virgin Islands,pct,0
2008,economic,children in poverty,Virgin Islands,rank,0
2009,economic,children in poverty,Virgin Islands,rank,0
2010,economic,children in poverty,Virgin Islands,rank,0
2011,economic,children in poverty,Virgin Islands,rank,0
2012,economic,children in poverty,Virgin Islands,rank,0
2008,economic,parents without full-time employment,Virgin Islands,count,0
2009,economic,parents without full-time employment,Virgin Islands,count,0
